ID,发布时间,点赞数,评论数,转发数,链接,正文
120567466,2019-01-31 08:29:11,19,0,3,https://xueqiu.com/1965894836/120567466,"$Facebook(FB)$ 短期增量可能还是依赖story广告 ，目前上面200万广告主 ，而fb有700万广告主 ，这个导入过程会导致竞价激烈 ，提高cpm 。 雪莉答问的时候也讲了这点 “ So our goal is to make it as easy as possible for marketers to get to the format of Stories and then deliver the ads where they're going to get the best experience and the best ROI. Now right now, one of the interesting things about Stories is there's a benefit to being an early adopters so the pricing is really attractive. ”  19年广告load的增量主要也来自story ，所以基本会是一个量价齐升的过程 。但去年ins feed的load红利基本吃完了 。再往后要靠whatsapp商业化 ，以及小札说的视频 支付 电商这些远期的投入 。整体上我觉得坡还很长 ，19年收入增速会下来 ，我估计在20%到25%的区间 ，对Q1增速展望的时候讲到相对18年Q4中单位数下滑 ，而今年利润率也会有下行压力 。电话会同时对更远期的19年之后费用做出展望 ，预计增长会与收入持平 ，会稳定下来 。2019年会是又一个投入年 ，但更多是投入在增长项上 ，FB开始发力视频 ，WHATSAPP开始在更多国家推支付 ，INS则会尝试电商 ，而去年隐私是优先级更高的事 。不好的是 ，whatsapp商业化依然没给出时间表 ，19年注定不是一个高增长的年份 。 这个团队一直在做正确的事 ，只要用户基数不动摇 ，我还是愿意给他们时间 。 PS ：利益申报 ：我们产品持有facebook多仓 。"
116034609,2018-10-31 12:17:42,7,4,0,https://xueqiu.com/1965894836/116034609,最近听到比较多 “变换角度 ”的说法 ，我理解不同时间多空逻辑的博弈均衡点不一样 ，而交易之所以发生 ，那一刻大多是理性的 （即使有人爆仓 ，从风控的角度也是理性的选择 ） ，无非发生了长短逻辑的交换 ，而好的交易 （投机 ）系统 ，是一种匹配 ，短逻辑和短逻辑系统的匹配 ，长逻辑和长逻辑系统的匹配 ，而错误的交易往往来自不匹配 ，脱离时间 ，去谈空间没有意义 。
115665074,2018-10-25 11:57:29,23,9,2,https://xueqiu.com/1965894836/115665074,推荐牛股 ，别人会记得 ，即使不涨也就笑笑 （刻意坑人的黑嘴除外 ） ；提示注意风险 ，则往往容易得罪人 。提示风险的判断对 ，股价下跌 ，也减仓了 ，其实并没有太多 （人情上的 ）好处 ；而判断错 ，股价上涨 ，但却因你而减仓 ，容易遭怨恨 ；提示风险的判断对 ，股价下跌 ，不减仓 ，则容易生矛盾 （我在你眼里是不是sb ） ；而判断错 ，股价上涨 ，但因你而减仓 ，那是耽误人赚钱 。所以提示风险 ，对风控人是 25%概率无收益 75%概率负收益的事情 ，如果身边还有人愿意做这个赔本买卖 ，请务必把他当成真正的朋友 。
113452414,2018-09-07 16:46:21,10,5,2,https://xueqiu.com/1965894836/113452414,$腾讯控股(00700)$ 去年的王者荣耀是礼物 ，今年的绝地求生是不幸 （占据了游戏时间 ，却因为限韩 而没法商业化 ） ，不变的是腾讯的渠道 ，总会出爆款 。明年如果幸运 ，可能一个高arpu的成为爆款 ，那增长就来了; 当然也有可能继续不幸; 目前市场对腾讯的预期下来 ，是好事.(利益申报 ：我们基金持有腾讯多头 。)
111724541,2018-08-07 10:50:06,16,8,3,https://xueqiu.com/1965894836/111724541,合理买优秀 ，和略便宜买平庸的区别 。 管理层长期对一个企业区别很大 ，但优秀的管理层不好提前判断 ，也很难说谁成就了谁 。 但扎克伯格 贝索斯 乔布斯 这几个我还愿意信的 ，马云也是 （对股东减分一些 ） 。这些公认特别优秀的团队 ，一般估值也很高 ，所以有打到合理或者能看懂的机会 ，一定要上车 ；而一旦上了车 ，大逻辑 （管理层 、赛道 ）没变化 ，就再也别下车了 ，他们专门为突破不可能而生 。 （和朋友的聊天记录 ）
111704895,2018-08-07 00:03:43,9,7,4,https://xueqiu.com/1965894836/111704895,$Facebook(FB)$ FB现在的状态，经历过3Q大战的同学们可能有似曾相识的感觉，也许激活了一头野兽
111076556,2018-07-26 07:56:26,13,6,1,https://xueqiu.com/1965894836/111076556,$Facebook(FB)$ 增加审查等开支，以及下注视频都影响了远期利润率，但业务的基础并没有改变；从更长期的角度，利润率的回归是必然要发生的，这个在更早的goog等上都看到过，早晚而已。但要修改利润模型了，目前下跌20%，市场整体还是比较理性的。（利益申报：我们基金持有facebook仓位）
110778108,2018-07-20 11:58:39,27,9,6,https://xueqiu.com/1965894836/110778108,“优秀的公司会一直超过你的预期，差的公司总会有原因或者借口去继续差继续意外。”重要的不是他们讲什么，而是做到了什么，很有感慨的一天。
110674757,2018-07-18 17:35:24,8,0,0,https://xueqiu.com/1965894836/110674757,$Facebook(FB)$ App 全球安装量在 2018 年上半年创下新高，有史以来首次达到 510 亿次，同比增长 11.3%。不意外的是，按双平台安装总量计，Facebook 旗下的 WhatsApp、Messenger、Facebook、以及 Instagram 位列前四。
109989996,2018-07-05 10:00:24,19,8,6,https://xueqiu.com/1965894836/109989996,长期 、反复 、内需 刚刚过去的上半年是跌宕起伏的半年 ，打破 “刚兑 ”带来的短期流动性紧张和贸易战 ，是我们目前经济面临的内忧外患 ，它们在二季度进一步演绎 ，导致了市场的恐慌抛售 。我们并不擅长宏观 ，但面临当下错综复杂的环境 ，我尝试给出我的判断 ： 打破 “刚兑 ”是政府主动发起的去杠杆行为 ，虽然有短痛 ，但中长期可以解决资金成本过高以及空转的问题 ，道理很简单 ，踏实经营的守法企业如何与盯着投资人本金的庞氏骗局比较利息 ，当借新还旧的庞氏骗局越来越多 ，自然推高了企业的融资成本 。所以 “刚兑 ”的打破有利于中国经济结构的调整和优质企业市占率的提升 ，这是一个短期对证券市场有害(流动性紧张) ，但长期有利于经济的举措 ，而有利于经济 ，最终会反馈到我们持股的回报上 。 内忧并不足虑 ，真正麻烦的是外患 。从贸易战到中兴通讯被禁 ，折射的是当下全球的主导者美国对我们态度的转变 ，川普节节爬高的支持率显示遏制中国崛起已经成为了美国内部的共识 ，而这也是两国国力渐渐接近 、旧的平衡被打破的必然 。但由于经济的全球化 （依存度越来越高 ） ，核武器的出现 ，战争不会成为选项 ，全球主导权交接的竞争将更多以经济竞争形式展现 ，这里并没有什么公平 ，强权即是公理 。因此我们判断中美贸易战不是一次讨价还价就能一劳永逸的事件 ，它可能在未来相当长的时间一直伴随我们左右 ，直到两国达到新的平衡 。 这种建立新平衡的过程毫无疑问是痛苦的 ，反复的 ，我们要做长期的准备 ；同时经济全球化的大背景下 ，在悲观绝望的时刻 ，也不用过于担心 ，这并不是你死我活的较量 ，毕竟双方有太多共同的利益 。而我们中国也不同于当年的德国 、日本 ，我们有很好的人口纵深 ，更广阔的内需市场 。 “长期 、反复 、内需 ”这个判断将在未来主导我们产品的配置思路 ，我们对持仓也做了相应的调整; 下半年可能会迎来更多风险点释放 ，相应的 ，这将带来机遇 。 (部分摘自产品半年报)
109545515,2018-06-27 12:54:37,12,4,1,https://xueqiu.com/1965894836/109545515,潮水退去就知道谁在裸泳了，在一个唯收益率的时代，极端的策略极端的收益，过程的风险又有谁在意。
106398362,2018-05-03 02:18:06,2,2,0,https://xueqiu.com/1965894836/106398362,感觉 goog 和snap很合适，snap 以ios用户为主，goog可以用安卓和yotube倒流给它，补snap在安卓上的缺失；而snap则可以补goog社交的短板。PS：纯yy，我们海外基金持有少量snap，主要出于保护主仓位的目的。以目前经营的趋势，感觉snap独立发展比较困难了。
105444304,2018-04-18 17:16:43,6,7,0,https://xueqiu.com/1965894836/105444304,以我们团队当前的研究水平，更多下注跟踪，而不是下注未来，找到预期差和背离点，可能是眼下的生存之道。
103392249,2018-03-18 22:16:42,9,2,0,https://xueqiu.com/1965894836/103392249,停下来，接受自己的不完美，接受策略的不完美；重视过程，放下结果。
99996863,2018-01-22 20:18:41,9,0,1,https://xueqiu.com/1965894836/99996863,Focus on the downside and upside will take care of itself.
99921848,2018-01-21 21:25:50,3,7,3,https://xueqiu.com/1965894836/99921848,从 $华熙生物科技(00963)$  到 $宝胜国际(03813)$ ，连续选到这些恶心公司，要好好反省。业绩背离同业、不见投资者，低价私有化。
94673230,2017-10-31 13:04:05,8,7,1,https://xueqiu.com/1965894836/94673230,选股如此容易，跟着沪港通两头的资金流买就行；选股如此困难，要做一些差异化配置短期的代价巨大。投资变成了一个从众的游戏。
94048188,2017-10-20 13:38:06,3,13,2,https://xueqiu.com/1965894836/94048188,刚买了篮网的腾讯会员，林书豪就受伤了，开季第一场，赛季报销，考虑到他的年龄和打法，几乎等于宣判职业生涯死刑。姚明当年也止步于伤病，早早退役。努力敌不过命运，可叹！
90632475,2017-08-16 09:13:45,8,6,0,https://xueqiu.com/1965894836/90632475,香港市场盈利模式的多样性正在消失，当大部分人都用同一策略的时候，风险正在累积；但即使知道这点，我们做基金有时也不得不做出妥协，这大概就是所谓身不由己吧。
88952753,2017-07-18 20:31:34,10,7,2,https://xueqiu.com/1965894836/88952753,对于想赌地产牛的人来说 ，早前拿融创等激进房企不失为一个好策略 ，相当于配资赌一把 ，而且这个杠杆不算贵 。为什么不贵呢 ，因为杠杆太高了 ，稍一波动就会亏到优先级的 ，也就是优先级的风险没有被正确定价 ，这种情况下赌是比较划算的 。但周末监管的声音变了 ，如果从严执行 ，再想钻这个 （全民买单 ）的制度漏洞 ，就没那么容易 。政治不正确 ，在中国是一个很大的事 。
88761435,2017-07-14 16:00:15,2,22,2,https://xueqiu.com/1965894836/88761435,$雅百特(SZ002323)$ 大规模收入造假被曝光，只跌两个点，这样的市场确实值得我们以后多花一些精力去研究。
88646127,2017-07-12 21:18:14,1,4,1,https://xueqiu.com/1965894836/88646127,不是基于公平的原则订立的组织架构不可能持久，不是来自被欺压者的反抗，就是来自欺压者的变本加厉，这种脆弱的平衡很快会被打破。所以如果想要追求稳定的架构，所有参与者都必须是大公无私的，这很难，小团队可能更容易实现这个目标。
88632345,2017-07-12 16:24:59,12,6,2,https://xueqiu.com/1965894836/88632345,并不是每一个机会都是你的机会，知道自己其实并没有那么多选择有时候是一种幸福。
87419566,2017-06-17 00:33:44,11,8,1,https://xueqiu.com/1965894836/87419566,我的两位投资人在雪球私募收益排行榜上都在前5 ，顿感压力山大 恭喜$璟恒五期(P000395)$ 恭喜$长牛分析1号(P000380)$ 。@岁寒知松柏 兄的业绩也很棒 ，为认识你们骄傲 ，我们从港股通一起成长的几个兄弟 ，最终都以不同的方式证明了自己 。小宝兄没有做产品 ，但做研究能从一个业余投资人到被券商特聘为研究所所长 ，经历更是传奇 。岁寒兄文笔好 ，以后可以弄个回忆录了 。
85515329,2017-05-15 11:51:40,2,9,3,https://xueqiu.com/1965894836/85515329,$合生元(01112)$ 看短期，Q1数据一般；看中期，尚在投入期；看远期，PGT分利益。还在挣扎什么？PS：这份协议的问题是权利和义务不对等，PGT享受了这么多权利，但并没有付相应代价。
77653262,2016-11-16 20:24:13,1,23,6,https://xueqiu.com/1965894836/77653262,离岸已经6.895，人民币这么贬，对我们美元计价的基金是巨大的挑战，毕竟持有的大部分还是中国资产，短短一个月，我们持股所产生的现金流按美元都打了96折，当时要是发人民币计价就好了
77648336,2016-11-16 18:17:45,1,9,0,https://xueqiu.com/1965894836/77648336,$腾讯控股(00700)$ 基本符合预期 。缺点 ：除微信外 ，月活环比小幅下滑 ；亮点 ：其他收入 （支付+云 ）占比12% ，同比增348% ，同比增速比上季度 （275% ）有巨大的加速 ，而且毛利率也比上季度显著提升 ，按这个增速 ，也许不久的未来我们要用支付公司来定义它了 。btw ：至于q3游戏增值加广告 ，和分析师预测都比较接近 ，值得一提的是王者荣耀4000万日活 。
77265372,2016-11-09 00:04:31,0,38,23,https://xueqiu.com/1965894836/77265372,$陌陌(MOMO)$ 直播业务的风头很劲 ，也确实如印钞机一般赚钱 ，但有一个问题困扰我 ，如果YY的估值是行业成熟后的合理的估值 ，那市值是YY近一倍的MOMO ，需要至少800万付费用户去支撑 ，目前是260万 ，以它不到8000万的MAU基数 ，能转化那么多吗 ？而YY的MAU是1.4亿+ ，而且有更快的MAU增速 ，移动端上确实落后一些 ，但移动端的付费率会远高于PC吗 ？
77064361,2016-11-03 23:19:56,1,16,0,https://xueqiu.com/1965894836/77064361,这两周是我最像安东尼波顿的时候，终于晋级成新一代滚雷英雄
77050653,2016-11-03 17:27:53,3,8,2,https://xueqiu.com/1965894836/77050653,$Facebook(FB)$ 看问题的维度不同 ，因为加息 ；因为川普 ；因为高基数 ；因为短期广告负载增加有限 ，因为明年加大资本开支 ，以至于下一份业绩 ，甚至明年都不行 ，无法维持着过去两年50%的增速 ，确实都构成卖出的理由 。但同样看到用户活跃度/时长在提升 ，广告主的需求依然旺盛 ，而两款10亿活跃用户的产品还没进入商业化 ，则是我愿意在更长时间等待的理由 。
76392328,2016-10-20 18:57:17,1,32,8,https://xueqiu.com/1965894836/76392328,$Take-Two Interactive(TTWO)$ 文明6明天上市，5年一款的大作，我的最爱游戏，没有之一。
69687234,2016-06-06 14:34:42,2,9,16,https://xueqiu.com/1965894836/69687234,"整个经济变得越来越薄(转贴)本文作者为中国社科院金融重点实验室主任 、广发证券首席经济学家刘煜辉 ，原文发表于 《清华金融评论 》 。 整个经济变得越来越薄 2009年中国的第一轮加杠杆 ，到2010年第二季度才明显感觉到信用扩张的不良反应 。2012年5月份中国将稳增长放到首位 ，下半年中国开始通过影子银行和表面扩张完成第二次加杠杆 ，直到2013年二季度才出现物价的通胀 、一线楼市价格暴涨等不良反应 。 而本次加杠杆的反应特别快 ，货币信用投放加速了 ，但投资执行力度并不强 ，才一个月不良反应就出来了 ，资金不进实体经济 ，直接推动了资产通胀 ，使得实体资本未来的投资回报率预期急剧的走坏 。 而潜在增长率 、实体投资回报率等供应侧的跳水 ，使得宏观经济总供给和总需求之间拿出了一个非常明显的产出缺口 ，对应的就是通货膨胀的预期 。 以前产出缺口是靠总需求扩张向上""拱""出来的 ，而现在主要是潜在增长率 （实体投资回报率 ）快速下坠 。产出缺口更像是""被撕裂出来""的感觉 ，如同""烟火"" ，意味着对应着一个泡沫 ，会推动资产价格迅速进入拐点 、甚至临界的状态 。 今年1季度民间投资第一次大幅度落到总投资速度 （10.7% ）之下 ，只有5.7% （民间投资大致占全部投资的62% ） ，完全靠国有投资硬顶着 。因为对回报率的敏感度不同 ，因此这个指标从侧面反应出整个投资的资本回报率水平呈现出恶化的趋势 。 如果二季度保持一季度的状态 ，那么三季度中国就会进入宏观研究中最忌讳的一个状态 ，就是所谓的米德冲突 。比如关门放水 ，刺激地产链等措施 ，短线似乎贬值预期和资本外流收敛 、资产价格上升 ，米德冲突变成强约束 ：即资产通胀再起导致成本高企 ，国内投资回报率会更快下坠 ；衰退性顺差萎缩 ，经常项目盈余恶化 ，汇率贬值压力急剧上升 。外部约束如果变成内部约束 ，直接对应的则是危机提前的爆发 。 而从中国CDS价格的飙升 ，以及看空人民币期权越来越""贵"" ，代表着中国主权风险溢价呈现上升趋势 。总结起来就是经济非常的薄 ，我们自己的身体体质已经远远不如12年之前了 。 市场""挤"" ：自我耗散的状态 中国的金融主体信用市场开始变得越来越拥挤 ，这种拥挤的程度到今年的三月底的时候达到了顶峰 ，以至于四月份出现了一个小型的踩踏 ，中国的信贷市场交易的状况急剧的变坏 。 从系统论的角度来看整个金融体系的话 ，实际上目前已经处在一个自我耗散的状态中 ，实体投资的回报率下降非常快 ，但庞氏融资导致资金要求的回报率降得慢 。 反映在金融层面 ，是机构负债成本降得比资产慢 ，这个裂口只能靠加杠杆 、加久期 、加风险来弥合 。在加速膨胀的金融资产和快速收缩的投资回报中艰难以求 。 事后看 ，没有硬化的财政预算约束 ，债务置换 （包括想要进行的债转股 ）可能产生跟负利率一样的负效应 ，严重损害借贷等式的供应端 （银行 ） ，强化它们逆向选择承受更大的风险 ，加大了系统脆弱性 。 因为市场无法出清 ，金融资产就只能不断扩张 ，金融资产膨胀速度远超利润创造 。更多的新增资金用于滚动债务的再融资 ，却不创造新的投资收益 。 金融的空转不仅表现在银行表内资产膨胀的速度很快 ，从银行的表内资产的角度来看 ，特别是银行对于非银行金融机构形成的这个交易资产扩张的速度到今年一季度达到了70% ，2012年以来银行对非银资产的规模膨胀了5.6倍 ，长时间累积又转化为资本外流和贬值压力 。 而这样的资产膨胀还表现在银行的表外理财业务 ，2月份银行理财规模已经达到了26万亿 。年化40%的增长率 ，通过""银行资金-国企部门 （融资平台 ）-买入银行理财-委外和结构性产品"" ，在表外实际上形成了一个明显金融空转的链条 。 不断涌入的钱具有非常严重的配制压力 ，因此银行体系面临着非常严重的资产配置荒 ，配置不出去 ，只好通过委外业务和结构性金融产品交给券商 、信托等来做 ，他们通过加杠杆的方式帮助银行覆盖负债成本 。 因此 ，除了借短套长之外 ，需要加杠杆才能形成收益和成本的匹配 。整个金融资产收益的结构被持续四年的泛滥流动性彻底玩坏了 。 2009年3月 ，债 （资产端 ）的收益率整体略高于现在 ，负债端Shibor利率1% ，理财利率3%以下 ；而现在 ，债的收益率整体略低于2009年低点 （特别是信用债 ） ，负债端 ：Shibor利率2%以上 ，理财利率4.3% 。成本4%以上的理财去支持收益率不到3%的信用债 （AAA ） ，市场越来越""拥挤"" 。 目前整个的状态就是一个温水煮青蛙的状态 ，最近老是想起2013年""钱荒"" 。从负债角度看 ，现在的货币市场利率是非常贵的 ，金融杠杆太高 （金融体系资产负债膨胀得太快 ） ，市场非常""拥挤"" 。技术上讲 ，金融必须要降低杠杆 （消灭一些信用敞口 ） ，路况才能通畅些 ，才能减小货币政策的压力 （投机者都在套利央行 ） 。距离9月份的杭州G20还很长 ，但路很堵 ，维护很辛苦 。 宏观干预层维稳的难度越来越高 维稳的难度是比2013年多了不止两个火药桶 ，一个汇市 ，一个是楼市 ，还有股票的估值也还贵 ，中间再叠加了商品价格反弹 （胀 ） 。昂贵的资产价格 （膨胀的金融杠杆 ）与快速衰退的实体经济回报之间 ，""忠孝不能两全"" 。这是一个非常难以处理的局面 。 中央银行需要打出十二分精神来防止系统性金融风险的爆发 ，而且这个难度很高 ，整个金融资产 、金融系统维持的难度越来 。 同时 ，货币的价值与昂贵的资产价格之间 ，通常只能保一个 。如何玩转不可能三角 ？从全球来看有两种模式 ，一种是日本香港的模式 ，也就是人民币汇率维持相对的稳定 ，调的很慢 ，但国内的资产缩水很快 ，甚至出现了爆跌 。另一种是俄罗斯模式 ，俄罗斯国内资产的卢布标价没怎么跌 ，但是卢布对美元的价值在过去4年中间跌了50% 。 而中国也需要在资产价格和人民币汇率之间选择一种路径来找到平衡点 ，但明年我们面临一个新的政治周期的更替 ，因此在大方向的选择上目前也将是比较困难的 。 昂贵的资产价格与实体投资回报率之间也是不能并立的 。如果放水托住昂贵的资产价格 ，抬高经济运行的成本 ，又想获得一个投资回报率的上升趋势 ，比提着自己头发离开地球还要难 。除非出现杀手级的产业革命 ，但这在今天来看是根本不可想象的 。 未来是中央政府的表和中央银行的表要起最后遏制金融危机的一个决定性的作用 ，但不是现在 。从解决问题的角度看 ，金融资产缩水不可避免 。因此 ，从方向上来看 ，这是一个挤泡沫的时间 ，这是一个由虚回实的过程 ，这是一个重塑资产负债表 、重振资产回报率的阶段 。 金融压杠杠或已经发生 预计未来一年中 ，真正能够落地的只有一个事情 ，就是金融系统杠杆的整顿 ，来降低整个危机爆发的尾部风险 。金融的降杠杆 ，金融的压杠杆或许已经开始了 。 当然不再是2013年那样专业银行从流动性的正面市场进行压迫性的挤压 ，挤出钱荒 、资产负债表破损等 ，而是一个迂回方式 ，通过金融监管的加强升级把一些金融监管盲点和空白全面的覆盖 ，把这些隐患统统掐死 。 我们看到对于非银 ，MPI对于非银资本的约束越来越强 ；对于银行系统 ，特别对银行系统的同业 、理财两个领域 、繁荣领域的治理整顿已经逐步的升级 ，某种程度讲这实际上是一个逆金融自由化的过程 ，是一个金融重新回归到简单 、朴素 ，甚至向原始回归的一个过程 。某种程度应该代表着目前整个的宏观金融的管理层 、监管者的一个集体共识 。中国的逆金融自由化 ，反金融自由化的过程实际上已经开始 。 当金融杠杆不能再上升的时候 ，实际上也是一个货币的消灭程序 ，也就是说金融空转的钱 、金融交易结构的钱 ，是可以随着信用敞口的了结而消失的 。当然它对应的就是金融杠杆的压缩 ，金融资产负债表的重新调整 、重新的配制 、重新安排 ，以及对应的金融资产价格的调整 。这个金融压杠杆的过程 ，实际上4月份就已经发生了 。 资产的重估虽然从价格的调整上表现迟缓 ，但它会以另外一种方式表达出来 ，即流动性显着变差 ，让时间价值去消耗虚高的价格 。 记得很多年前看过一篇workingpaper对中国股市高估值 （AH估值差异 ）的解释 ，流动性溢价 ，显着高的换手率 。中国A股的换手率可能巳经确定性地向低水平回归的趋缓中 。这也是一种重估 。今天中国的信用债巿场也出现了同样的状态 ，今天中国的股票市场状态 ，某种程度上也在重复信用市场同样的特征 。 过去很多建立在信用债 ，建立在央企的信仰 、地方政府信仰上等套利的信用贷的交易结构 ，可能也会面临缩水和亏损 ，因为这是一个消灭货币的状态 。 当然 ，因为不断有中央银行防治金融系统性风险的爆发而不断采取一些干预措施 ，会造成一些金融资产起伏的机会 。但这样一些机会实际上对于资产配置的大型机构来讲 ，是未来非常难得的进行资产结构调整和调仓的机会 。 中国经济进入棋局中后盘 如果把中国经济看成一盘围棋 ，我们已经远远的离开了布局和续盘的政策工具非常丰富的阶段 ，进入了中后盘 ，这意味着局部的棋已经定型了 。面对的下一手往往是唯一的选择 ，如果不下出这个唯一的落子的话 ，精准次序很可能面临的是一个结束的结局 。 因此 ，在这个状态下 ，对于金融市场的投资者 、交易者来讲 ，由于流动性泛滥所推动的能给予高想象力溢价估值的""诗和远方""的状态已经一去不复返了 。棋盘变小了 ，想象力 （诗和远方 ）变得不那么重要 ，重要的是""计算力"" ，需要精准到位的落子和次序 。 政策层 、理论界对于未来怎么走是有高度共识的 ，在我看来无非是两个步骤 。 第一个步骤叫切肿瘤做手术 ，即杠杆挪移 ，现在最大的障碍是价格上的技术障碍 ，这么贵的价格你让中央政府和央行怎么能接得住 ，而且规模是天量 。 第二步要建立一个有深度和广度的资本市场 。未来只能靠资本市场才能化解整个金融体系 、累计的脆弱性的风险 。核心是建立一个非刚兑的债务市场 。现在债券是刚性兑付的 ，信托是刚性兑付的 ，理财也是刚性兑付的 ，风险实际上没有转移 ，依然在金融体系内部 。没有形成管理风险的模式和体制 。金融结构没有真正发生变化 ，我们看到的只有套利 ，没有信托的责任 。 在这样的大背景与格局下 ，大类资产的配置方面 ，预计股票市场依然还会是一个受保护的状态 。股票交易中不能回避任何一个重要交易对手的存在 。 以往我们是机构与机构 、机构与散户之间的博弈 ，如今 ，机构 、""韭菜"" 、和国家队的平准基金的力量均需要考虑 。平准力量改变了交易的博弈结构 ，亦可能成为改变中国价值投资模式 、重塑中国机构投资或投资者结构的重要选择 。 然而 ，在这样的状态下 ，根本的问题不在于国家队的参与 ，而在于价格的扭曲 ，估值太贵 。目前看来绝大部分股票都在做""俯卧撑"" ，且被限制在逼仄的空间中 （趋势投资者失意 ） ，久而久之 ，估值中枢慢慢地就下去了 （熬不住 ） ，根本原因还是贵 。 第二是汇率 ，汇率未来需要有一个实现新均衡的过程 。去年12月份以来 ，CFETS人民币指数贬值了5.5% ，美元的弱势一定程度帮助中国的人民币释放了一定的贬值压力 （美元指数也贬值了4.7% ） 。 人民币盯住美元实现贬值 ，央行行长周小川年初时候认为CFETS高估了12% ，那么意味着在过去5个月释放的5.5% ，那还有6.5%未来要释放的空间 ，这个空间如何实现 ？ 将有两个路径 ： 一种是美元继续一轮弱势行情 ，人民币盯住美元 ，美元带着人民币再释放累计贬值的压力 。 第二种是美元重新确立上升路径 ，重新转回强势 ，对人民币来讲讲和去年8月份面临的状态一样 ，再次面临人民币兑美元脱钩的过程 。但需要权衡二者利弊 ，即如果美元保持继续弱势 ，中国为此付出的对价是什么 ？而如果再一次尝试与美元脱钩 ，会不会再次造成全球的风险外溢 ？ 目前观察的情况是在美元弱势的时候就选择盯住美元 ，更多的参考美元 ，而在美元转为强势的时候 ，更多的强调 、更多盯住的权重放到一揽子货币 ，所以我们看到美元最近一段的反弹 ，全是一揽子货币 ，人民币对一揽子货币基本上保持稳定 ，甚至有略微的升值 。 然而 ，这个状态能够持续多久我们并不知道 。因为人民币最后所隐藏的贬值压力可能依然存在 ，央行估计得12%的水平未来可能是一个寻找均衡的过程 。实际上人民币汇率背后真正的牵制因素是昂贵的资产价值 。最终实际上是货币价值和昂贵的资产价格之间实现一个新均衡的过程 ，改变失衡背离的状态 。 而货币价值 （汇率 ）与昂贵的资产价格之间实现均衡的路径 ，会如何选择 ，未来一年多时间内大概是不会有答案的 ，但有一点是比较确定的 ，人民币国际化和资本项自由化被现实地搁置了 。 综上所述 ，我们实际上已经身处拐点之中 ，这个拐点是一个时间的区域 。这是一个挤泡沫的过程 ，是一个由虚回实德过程 ，也是一个重塑资产负债表 、重振资产回报率的阶段 。 在这个过程中 ，投资决策可以总结为四方面 ： 第一是风险偏好在逼仄的空间里博弈 。金融资产的价值并不是由基本面决定的 ，更多的来自于博弈的价值 ，这个博弈是在螺蛳壳里面做道场 。因此今年奏效的策略都是战术性的 ：需要不断否定自己 ，往人多预期拥挤的反方向运动 ，战术为王 。 第二是在未来一段时间 ，整个金融降杠杆和压杠杆的过程中需要提防流动性冲击的可能 。一旦发生流动性冲击 ，所谓金融资产都会走跌 ，这本身是一个长期提防的事情 。 第三是从战略层面讲 ，需要不见兔子不撒鹰 ，这是一个战略的等待 。 第四是现金作为一种重要的宏观资产的战略 ，其重要性会被交易者越来越重视 。 注: 近日 ，中国社科院金融重点实验室主任 、广发证券首席经济学家刘煜辉在保险业大讲堂演讲 。本文为演讲内容精选 。"
69166333,2016-05-25 12:25:26,0,16,4,https://xueqiu.com/1965894836/69166333,香港上市公司铭源医疗5月24日公告，该公司8部存有重要资料的电脑、内部硬盘驱动器已被移走，一个路由器、一个调制解调器及闭路电视系统亦不知去向。此外，公司的盖印、公章及其他公司文书连同银行支票簿亦不知所踪。
69039067,2016-05-22 15:01:29,3,8,3,https://xueqiu.com/1965894836/69039067,最近忽然开始流行各种策略，都希望找到可以战胜市场的永动机，而忽略了企业和产品（选股）才是价值之源。
68962181,2016-05-19 22:22:17,0,5,1,https://xueqiu.com/1965894836/68962181,$猎豹移动(CMCM)$ $唯品会(VIPS)$$京东(JD)$一份比一份烂，除了阿里和腾讯，其他收入增速都开始不行了。早两年是在杀利润率，搜房、yy这些，现在开始杀收入增速。
68866866,2016-05-17 23:29:11,2,5,0,https://xueqiu.com/1965894836/68866866,$当当网(DANG)$ 降价也就算了，但依然是non-binding proposal，随时可以再降，虽然不持有当当，但即使作为一个旁观者，依然觉得很丢人。
68802019,2016-05-16 15:46:26,2,6,2,https://xueqiu.com/1965894836/68802019,观望，无论对官僚体系，还是对企业家，亦或是我们投资者，都是目前最不会犯错的选择。所以我们看到商标局因为“没有纸“半年多不发商标注册证，以及4月份在房地产增速良好的背景下民间固定投资增速放缓。市场经济最大的好处是建立预期，一旦无法做到这点，现在要做的就是卧倒。
68688458,2016-05-12 22:22:29,1,6,1,https://xueqiu.com/1965894836/68688458,$欢聚时代(YY)$ 真放弃，可能就不跌了， 现在暂停，但不宣布放弃，相当于给股价加了个顶（甚至可能降价），但下行却没有底。小中概真是自己作死，人品太差。都高位发过cb，圈过钱的，美国的投资人没亏待过你们，12年流血上市，也算是雪中送炭了。
